game_id,white_player,black_player,winning_player,move_list
VB0EcmQN,ritutoshniwal,ANONYMOUS,ritutoshniwal,d4 d5 Nf3 Bg4 e3 Bc8 Ne5 f6 Qh5+ g6 Nxg6 hxg6 Qxh8 Nc6 Qxg8 e5 Qxg6+ Kd7 Qf7+ Ne7 dxe5 fxe5 Nc3 d4 exd4 exd4 Ne4 d3 Bxd3 Kc6 Qc4+ Kd7 Nc5+ Kd6 Bf4+ Kc6 Na4+ Kd7 Qd4+ Ke8 Qe5 Qd4 Qxd4
HYCg6nPH,ritutoshniwal,ANONYMOUS,ritutoshniwal,e4 d5 exd5 Bd7 Nf3
NZuW11Wk,ritutoshniwal,ANONYMOUS,ritutoshniwal,e4 a5 d4 b5 c4 c5 cxb5 cxd4 Qxd4 d5 Qa4 dxe4 Qxe4 Ra6 bxa6 Nxa6 Bxa6 Bxa6 Nc3 Qc8 Bf4 Qd8 Rd1 Qa8 Qa4+ Qc6 Qxc6#
IzvYQW5u,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d3 Nf6 e4 g6 Nf3 Bg7 Nd4 O-O c3 e5 Nf3 d6 d4 Bg4 Be2 exd4 cxd4 Bxf3 Bxf3 Re8 Qe2 Nc6 Nc3 Nxd4 Qc4 Nxf3+ gxf3 d5 Qb4 dxe4 fxe4 Nxe4 Nxe4 Qh4 Qxb7 Qxe4+ Qxe4 Rxe4+ Be3 Rae8 O-O f5 Bxa7 Bxb2 Rab1 Be5 Rbc1 Bd6 Be3 f4 Bd2 Re2 Bc3 Rxa2 Rfe1 Ree2 Rxe2 Rxe2 Ra1 f3 Ra8+ Kf7
qdA0oIeZ,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 e5 Nf3 e4 Nfd2 d5 e3 Nf6 c4 c6 Nc3 Nbd7 Be2 Nb6 O-O Be6 cxd5 cxd5 Qb3 Bd6 Bb5+ Nfd7 Bxd7+ Qxd7 a4 O-O a5 Nc4 Nxc4 dxc4 Qc2 Qc7 Nxe4 Bxh2+ Kh1 Bf5 f3 Rfe8 Bd2 Bxe4 Qxe4 Qg3 Qg4 Qxg4 fxg4 Bc7 g3 Red8 Kg1 Rac8 Rxf7 b6 g5
1qH3lQ0b,juniorj15,ritutoshniwal,juniorj15,d4 d5 Bf4 Nf6 h3 Ne4 e3 Bf5 Nf3 e6 Be2 Nd7 O-O Qf6 c3 Qg6 g4 Bxg4 hxg4 Qxg4+ Kh1 Qh3+ Nh2 Ndf6 Bg4 Nxg4 Qxg4 Qxg4 Nxg4 h5 Nh2 g5 Bxc7 Rc8 Be5 f6 f3 fxe5 fxe4 exd4 exd4 dxe4 Re1 Bd6 Rxe4 Kd7 Nd2 g4 Nc4 g3 Nf3 h4 Nxd6 Kxd6 Rg1 h3 Rxg3 Kd5 Rh4 Rxh4 Nxh4 Rf8 Rxh3 Rf1+ Kg2 Ra1 a3 Ra2 Ng6 Rxb2+ Kf3 Rb3 Kg4 Rxa3 c4+ Kxc4 Rxa3 Kxd4 Rxa7 b5 Rb7 Kc4 Ne5+ Kb4 Kf4 Ka4 Ke3 b4 Kd3 Ka3 Kc2 b3+ Rxb3+ Ka2 Rb8 Ka3 Ng4 Ka4 Kc3 Ka5 Kc4 Ka6 Kc5 Ka7 Rb1 Ka6 Rb2 e5 Nxe5 Ka7 Kc6 Ka8 Kc7 Ka7 Ra2#
caEZPB2L,ritutoshniwal,ThinkerOfWhat,ritutoshniwal,d4 d5 Nf3 Bg4 e3 Bxf3 Qxf3 e6 Bd3 Qf6 Qg3 Ne7 Qxc7 Nbc6 Qxb7 Rb8 Qa6 Rb6 Qa4 Nc8 Bb5 Ne7 Qxa7 Rxb5 Qa8+ Rb8 Qa4 g5 Nc3 Bh6 Nb5 O-O c3 Qf5 Nd6 Qd3 Qd1 Qxd1+ Kxd1 Rfd8 Nxf7 Kxf7 a4 Na5 b4 Nb3 Rb1 Nxc1 Rxc1 Nc6 a5 Rb5 a6 Ra8 Ra1 Kf6 Kd2 Kf5 f3 g4 Rhf1 gxf3 Rxf3+ Kg6 Rg3+ Kf7 Rh3 Kg7 g4 Bg5 Rh5 h6 h4 Be7 g5 hxg5 hxg5 Kg6 Rh6+ Kxg5 Rxe6 Rb6 Rg1+ Kf5 Rh6
rXc31MdA,ritutoshniwal,AfdhalMr,AfdhalMr,d4 e5 dxe5 Bc5 Nf3 Ne7 Nc3 Nbc6 Bg5 O-O Nd5 Qe8 Nxc7 Qd8 Nxa8 d6 exd6 Bxd6 e3 Bg4 Be2 f6 Bh4 Nf5 Bg3 Nxg3 hxg3 Qb8 Rh4 f5 Nd4 Bxe2 Qxe2 Nxd4 Qc4+ Kh8 exd4 Bxg3 Rh1 Re8+ Kf1 Bd6 d5 Qxa8 Qh4 h6 Qh3 Qc8 c3 Qc4+ Kg1 Qxd5 Qf3 Qb5 g4 fxg4 Qxg4 Qxb2 Rf1 Qc2 Qd7 Qg6+
s16gYgow,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 e6 e4 c5 exd5 cxd4 dxe6 fxe6 Qe2 Nf6 Qb5+ Bd7 Qb3 Nc6 Ne5 Rb8 Nxc6 bxc6 Qxb8 Qxb8 Bc4 Qb4+ c3 Qxc4 cxd4 Qxd4 Bd2 Qe4+ Be3 Qxb1+ Ke2 Bb4
6IfZEnfy,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,b3 Nf6 Bb2 g6 Bxf6 Bg7 c3 Rf8 d4 exf6 e4 Qe7 e5 fxe5 Qe2 exd4 Qxe7+ Kxe7 Nf3 Re8 Nxd4 Kf8+ Kd2 d6 Bd3 Bh6+ f4 c5 Kc2 Bxf4 Ne6+ fxe6 Rf1 g5 g3 e5 Rxf4+ gxf4 gxf4 exf4 Bg6 Re2+ Kd3
No3iBV6Q,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,d4 Nf6 Nf3 d5 Bg5 e6 e3 Bd6 c3 O-O Nbd2 Bd7 Bd3 c6 O-O Be8 Qe2 Nbd7 e4 dxe4 Nxe4 Be7 Bxf6 Bxf6 Nxf6+ Qxf6 Ne5 Nxe5 Qxe5 Qxe5 dxe5 Bd7 Bc4 c5 Bb3 Bc6 Rfd1 Rfd8 h3 a5 a4 b5 axb5 Bxb5 Ba4 Bxa4 Rxa4 Rxd1+ Kh2 Rd2 Ra2 Rb8 Rxa5 Rdxb2 Rxc5 Rxf2 Kg3 Rc2 Rc7 h6 c4 Kf8 c5 f6 c6 fxe5 Kf3 Rc3+ Kf2 Rb2+ Kg1 Rc1+ Kh2 Rcc2 Rc8+ Ke7 c7 Kd7 Rg8 Rxc7 Rxg7+ Kd6 Rg6 Kd5 Rxh6 Rcc2 Rh8 Rxg2+ Kh1 Rh2+
7XO3DjYY,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,e4 c5 Nf3 Nc6 d3 d6 Nc3 e5 d4 cxd4 Nd5 Nf6 Bb5 Bd7 Qe2 Nxd5 exd5 Ne7 Bg5 Qa5+ Bd2 Qxb5 Qxb5 Bxb5 c3 dxc3 Bxc3 g6 Rd1 Bg7 Nd2 O-O b3 Rac8 a4 Ba6 Bb2 b5 Ne4 bxa4 Nxd6 Rc2 bxa4 Re2+ Kf1 Rxb2+ Ke1 Re2+
Q1HWYx0Y,Adarsh_Toshniwal,ritutoshniwal,ritutoshniwal,d4 Nf6 Nf3 e6 Bg5 d5 e3 Nbd7 c4 Be7 Nc3 c6 Bd3 O-O O-O h6 Bh4 g5 Bg3 Nh5 Ne5 Nxg3 fxg3 Nxe5 dxe5 Qc7 cxd5 exd5 Bf5 Qxe5 Bxc8 Raxc8 Qh5 Qxe3+ Kh1 Qe6 Rae1 Qg6 Qxg6+ fxg6 Rxe7 Rxf1#
mb0u7UFf,paddy_k29,ritutoshniwal,paddy_k29,e4 c5 Nf3 Nc6 d4 cxd4 c3 d6 cxd4 Bg4 Bb5 Bxf3 Qxf3 Nf6 d5 Qa5+ Nc3 a6 Bxc6+ bxc6 dxc6 Rc8 e5 d5 exf6
1VrSvyAo,ritutoshniwal,Thejakubek,Thejakubek,d4 Nf6 Nf3 g6 e3 Bg7 c4 d6 Nc3 O-O Be2 Nbd7 O-O Re8 e4 e5 dxe5 Nxe5 Nxe5 Rxe5 Bf3 h5 Bf4 Re8 Nd5 Bg4 Bxg4 Nxg4 h3 Nf6 Bg5 c6 Nxf6+ Bxf6 Bxf6 Qxf6 Qd3 Qxb2 Rfd1 Rad8 c5 dxc5 Qxd8 Rxd8 Rxd8+ Kg7 Rad1 Qxa2 R1d7 Qb1+ Kh2 Qxe4 Rxb7 Qf4+ Kg1 Qf6 Rdd7 c4 Rxa7 c3 Ra1 c2 Rc1 Qb2 Rxc2 Qxc2 Kh2 Qxf2 Rc7 Qf4+ Kg1 Qxc7 Kf1 c5 Kf2 c4 Ke2 c3 Kd1 c2+ Kc1 Qg3 Kxc2 Qxg2+ Kd3 Qxh3+
PceimrI9,ritutoshniwal,The_Rona,The_Rona,d4 e6 Nf3 d5 Bf4 c6 e3 Bd6 c4 Bxf4 exf4 f5 Ne5 Qe7 Nc3 Nd7 cxd5 Nxe5 fxe5 cxd5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Ne7 Qb3 g6 Nb5 O-O Nd6 b6 Qg3 Kg7 h4 h5 f4 Nc6 a4 Nxd4 Rfd1 Ne2+ Kf2 Nxg3 Kxg3 a5 Rdc1 Ra7 Nb5 Rb7 Nd6 Rc7 Kf3 Rxc1 Rxc1 Rb8 Ke3 Ra8 Kf3 Ra7 Rd1 Rc7 Rd2 Qxa4 Kf2 Qb3 Kf1 Qb5+ Kg1 Qb3 Kh1 d4 Kh2 d3 Nc4 Qxc4 b3 Qxb3 Rf2 Rc2 Rf3 Rc1 Rxd3 Qxd3 g3 a4
VXCYfkXh,ritutoshniwal,Jrund,Jrund,d4 e6 Nf3 c6 Bf4 f6 e3 h5 c4 g5 Nc3 gxf4
DcmHpoWh,Jrund,ritutoshniwal,ritutoshniwal,e4 c5 f3 Nc6 c3 d5 a3 dxe4 Bc4 exf3 Nxf3 Nf6 Ba2 e6 Ng5 Bd6 Qb3 O-O Nxf7 Rxf7 Qxe6 Bxe6 Bxe6 Qe7 Kd1 Qxe6 Re1 Qg4+ Re2 Re7 Kc2 Qxe2 Kb3 Na5+ Ka2 Qc4+ b3 Qxb3#
67itl5zq,MohamadAlAbed,ritutoshniwal,MohamadAlAbed,b3 d5 Bb2 Nf6 d3 e6 Nf3 c5 e4 Bd6 e5 Be7 exf6 Bxf6 Bxf6 Qxf6 Be2 Qxa1 O-O Qf6 c4 d4 Nbd2 Nc6 Ne4 Qe7 Nxc5 Qxc5 Nd2 O-O Bf3 e5 Ne4 Bf5 Nxc5 e4 dxe4 Bg6 b4 Ne5 Nxb7 Nxf3+ Qxf3 Rac8 Nd6 Rc6 c5 Rd8 e5 Rdxd6 exd6 f6 Qxc6
DrBF8TXs,ritutoshniwal,JuanAttack,ritutoshniwal,d4 g6 Nf3 e6 Bg5 Bg7 Bxd8
5ssHDPyt,polyarnic,ritutoshniwal,ritutoshniwal,d4 d5 c4 Nf6 Nc3 e6 e3 c5 Nf3 cxd4 exd4 dxc4 a3 Nc6 Bxc4 Bd6 Qc2 O-O Bd3 Re8 b4 e5 d5 Ne7 O-O Nexd5 Nxd5 Nxd5 Re1 g6 Bg5 f6 Bh6 Qc7 Bxg6 hxg6 Qxg6+ Kh8 Nh4 Rg8 Qh5 Qh7 Re4 Qxe4 Be3+ Qh7 Bh6 f5 Rd1 Bf8 Rxd5 Qxh6 Qxf5 Qe6 Qxe6 Bxe6 Rxe5 Rc8 h3 Rc1+ Kh2 Bc4
NTJIqIIo,kramnikpolgar,ritutoshniwal,kramnikpolgar,d4 d5 Nf3 Nf6 Bf4 e6 e3 c5 Bd3 Bd6 c3 Bxf4 exf4 Ne4 Nbd2 f5 O-O O-O Ne5 cxd4 cxd4 Qb6 Nb3 Nc6 Nxc6 Qxc6 Rc1 Qd6 Qe2 Qxf4 Bxe4 Qxe4 Qxe4 fxe4 Nd2 Bd7 f3 Bc6 fxe4 dxe4 Nb3 Rxf1+ Kxf1 Rf8+ Ke2 Bb5+ Ke3 Bc6 Na5 b6 Nxc6 Rb8 Ne7+ Kf7 Rc7 Kf6 Nc6 Rd8 Kxe4 Rd5 Ne5 Rxe5+ dxe5+ Kg6 Rc6 Kf7 h4 Ke7 g4 Kf7 Rd6 Ke7 b4 g6 a4 h6 a5 bxa5 bxa5 Kf7 Ra6 Ke7 Rxa7+ Ke8 Kd4 Kd8 Kc5 Kc8 Kb6 Kd8 Rc7 Ke8 a6 Kf8 a7 Kg8 a8=Q#
MRLID8Zl,ritutoshniwal,Zoomer32,ritutoshniwal,d4 e6 Nf3 d5 Bf4 c5 e3 Nc6 c4 cxd4 Nxd4 dxc4 Bxc4 Nxd4 Qxd4 Qxd4 exd4 b6 Nc3 Bb7 O-O Bb4 Bb3 Nf6 Be5 O-O Bxf6 gxf6 Rfe1 Rad8 Re3 Rxd4 Rg3+ Kh8 h3 Rfd8 Rd1 Rxd1+ Nxd1 a5 a3 Be7 a4 Bd5 Bxd5 Rxd5 Nc3 Rc5 Rd3 Rd5 Nxd5 exd5 Rxd5 Kg8 Rd7 Kf8 Rb7 Bc5 Rb8+ Kg7 Rb7 Bd4 Kf1 Bxb2 Rxb6 Bc3 Ra6 Bb4 Ke2 Kg6 Kd3 Kf5 Kc4 Ke5 Kb5 Bc3 Rxa5 Bxa5 Kxa5 Kd5 Kb6 Kc4 a5 Kb4 a6
tVxDj4LI,Chess_tercopperpot,ritutoshniwal,Chess_tercopperpot,e4 c5 Nf3 Nc6 Bc4 d6 d3 Bg4 c3 Bxf3 Qxf3 Nf6 O-O g6 Qd1 Bg7 Nd2 O-O Bb3 e6 Bc2 d5 Nf3 dxe4 dxe4 Qxd1 Rxd1 Nxe4 Bg5 Nf6 Rd6 Rfd8 Rdd1 Rxd1+ Rxd1 Rd8 Re1 Rd5 Bb3 Rf5 Bc2 Rd5 Bb3 Rd6 Ba4 a6 c4 Nb4 Bc2 Nxc2 Rc1 Nd4 b3 Nxf3+ gxf3 h6 Bf4 Rd4 Be3 Rd8 Bf4 Nd7 Bc7 e5 Bxd8 g5 Bc7 f5 Rd1 f4 Rxd7 e4 fxe4 Bd4 Bxf4 Bxf2+ Kxf2 gxf4 Rd5 Kf8 Rf5+ Ke7 Rxf4 Ke6 Rf3 Ke5 Re3 Kd4 h4
pIFnKwlw,ritutoshniwal,Tokyo_Sensei,ritutoshniwal,d4 d5 Nf3 Bf5 Bf4 e6 e3 Nc6 c4 Nf6 Nc3 h6 Qb3 Qc8 cxd5 Nxd5 Nxd5 exd5 Qxd5 Be6 Qe4 Nb4 d5 Nxd5 Bc4 Nb4 Bxe6 Nc2+ Qxc2 Qxe6 O-O Bd6 Bxd6 Qxd6 Rad1 Qb6 Qa4+ c6 Qe4+ Kf8 Rd7 Kg8 Qe7 Qxb2 Qxf7+ Kh7 Re1 Rhf8 Qe7 Rae8 Qd6 Qxa2 Qc7 Qb3 Rxg7+ Kh8 Rh7+ Kg8 Qg7#
FREh5tJm,ANONYMOUS,ritutoshniwal,ritutoshniwal,g3 e5 Nf3 Nc6 Bg2 Bc5 O-O Nf6 d3 h6 e4 d6 Bd2 Bg4 Nc3 Nd4 a4 Nxf3+ Bxf3 Bh3 Bg2 Qd7 b3 O-O Bc1 Bd4 Bb2 a6 Ba3 Bxc3 Ra2 Bd4 Bxh3 Qxh3 Bb2 Ng4 Bxd4 Qxh2#
AKJNvbe9,xxjklfxx,ritutoshniwal,ritutoshniwal,e4 c5 Nf3 Nc6 Bb5 d6 c3 Nf6 O-O g6 Re1 Bg7 d4 O-O e5 dxe5 Nxe5 Nxe5 dxe5 Nd7 Bxd7 Qxd7 Qxd7 Bxd7 f4 Bf5 Be3 f6 Nd2 b6 Nc4 fxe5 Nxe5 Bxe5 fxe5 Bd7 Rf1 Rxf1+ Rxf1 Rf8 Bg5 Rxf1+ Kxf1 e6 Ke2 Kf7 Ke3 h5 h4 Bc6 g3 Bd5 b3 c4 Kd4 cxb3 axb3 Bxb3 Ke4 Bd5+ Kd4 a5 Kd3 a4 Kc2 a3 Kb1 a2+ Ka1 b5 Bc1 Ke8 Ba3 Kd7 Bd6 Kc6 Kb2 Kb6 Ka1 Ka5 Kb2 Ka4 Ka1 Kb3 Bb4 Kc4 Kb2 Kd3 Ka1 Ke4 Kb2 Kxe5 Ka1 Ke4 Kb2 Ke3 Ka1 e5 Kb2 e4 Bc5+ Kf3 Be3 Kxe3 c4 Kf3 cxd5 e3 Ka1 e2 Kxa2 e1=Q d6 Qe8 d7 Qxd7
s2cGknw1,ritutoshniwal,MrMistakes,MrMistakes,d4 e6 Nf3 d5 Bf4 c5 e3 Nc6 c3 Nf6 Nbd2 c4 Bd3 cxd3 Qb1 Bd6 Qxd3 Bxf4 e4 dxe4 Nxe4 Nxe4 Qxe4 f5 Qe2 O-O Ne5 Nxe5 dxe5 Qa5 g3 Bxe5 b4 Qd5 O-O Bxc3 Rad1 Qxa2 Qxa2 Bxb4 Qb3 a5 Qf3 Ra7 Rc1 b6 Qe3 Bc5 Rxc5 bxc5 Qxc5 Rb7 Rc1 Rb8 Qe5 h6 h4 Bd7 Rc7 Rb5
7YGNg3JF,SchwalbenWald80f,ritutoshniwal,SchwalbenWald80f,e4 c5 Nf3 Nc6 Bc4 d6 Nc3 Nf6 d3 g6 O-O Bg7 Bd2 O-O a3 e5 h3 Nd7 Bb5 Nb6 Bxc6 bxc6 a4 d5 exd5 cxd5 a5 d4 axb6 dxc3 Bxc3 Qxb6 Qb1 f6 Ra2 Be6 Ra1 Bd5 Re1 Bxf3 gxf3 Rfe8 Ra2 f5 Qa1 e4 fxe4 fxe4 Bxg7 Kxg7 Rxe4 Re5 Rxe5 Qf6 Qe1
PMq728yO,ritutoshniwal,MohithKadali,ritutoshniwal,d4 c6 Nf3 b5 Bf4 Ba6 e3 b4 Bxa6 Nxa6 c3 bxc3 Nxc3 Qb6 Kf1 Qxb2 Qb1 Qxc3 g3 e6 Qc1 Qxc1+ Rxc1 Nf6 Kg2 Ba3 Rc3 Bb4 Rb3 O-O Rhb1 Rab8 Bxb8 Rxb8 a3 Nd5 axb4 Naxb4 Nd2 a5 Nc4 f5 Nxa5 d6 Nxc6 Nxc6 Rxb8+ Nxb8 Rxb8+ Kf7 Kf3 Kf6 e4 fxe4+ Kxe4 Nc3+ Ke3 Nd5+ Kd3 g6 Rb7 Kf5 f4 h5 Rb5 Kg4 Kc4 Ne3+ Kd3 Kh3 Rg5 Kxh2 Rxg6
9JFn04Vk,ruchitoshniwal1,ritutoshniwal,ritutoshniwal,d4 d5 Nf3 Nf6 Bg5 e6 Bxf6 Qxf6 e3 Bb4+ c3 Bd6 Nbd2 Nd7 Bd3 O-O Qe2 e5 dxe5 Nxe5 Nxe5 Qxe5 O-O-O Be6 Bc2 Qf6 Nb3 a5 h4 a4 Nd2 d4 exd4 Bxa2 g4 a3 b3 Qe6 Qxe6 fxe6 g5 Rxf2 h5 Bf4 g6 Bxd2+ Rxd2 Rxd2 Kxd2 h6 Ra1 Bxb3 Bxb3 b5 c4 bxc4 Bxc4 Ra4 Bxe6+ Kf8 d5 Ke7 Kc3 Kd6 Bf7 Rh4 Kb3 Rxh5 Kxa3 Rh4 Re1 Rh3+ Kb2 Rd3 Kc2 Rd4 Re6+ Kxd5 Re8+ Kd6 Rc8 Ke5 Re8+ Kf6 Re7 Kg5
yd5UNVM7,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 Nbd2 cxd4 exd4 Bd6 c3 O-O O-O Re8 Qe2 Qc7 Bc2 e5 dxe5 Bxe5 Nxe5 Qxe5 Qd3 g6 Qf3 Bg4 Qg3 Qxg3 fxg3 Bd7 Rxf6 Re1+ Kf2 Re7 Nb3 Bc6 Nc5 Nd7 Bg5 Nxc5 Rxc6 Ne4+ Bxe4 Rxe4 Rc7 Rae8 Rxb7 Re2+ Kf1 Rc2 Bh6 g5 Re1 Rd8 Rbe7 f6 Re8+ Rxe8 Rxe8+ Kf7 Rf8+ Kg6 Bxg5 Rxb2
aDikTl5s,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 d5 Nf3 Nf6 Bg5 e6 Bxf6 Qxf6 e3 Nc6 c4 Bd6 Nc3 O-O cxd5 exd5 Nxd5 Qe6 Nc3 Qg6 g3 Bg4 Bg2 Bb4 O-O Bxc3 bxc3 Ne7 Ne5 Bxd1 Nxg6 Nxg6 Rfxd1 c6 c4 Rad8 c5 Rd7 Rab1 Rfd8 a4 a5 Rb6 Nf8 Rdb1 Ne6 Rxb7 Rxb7 Rxb7 Re8 Rb6 Rc8 Rxc6 Rxc6 Bxc6 Nd8 Bb5 Nb7 c6 Nd6 c7 Nxb5
nEaLK1eu,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 e3 Nf6 Bd3 e6 Nf3 c5 Nbd2 Bd6 c3 O-O O-O cxd4 Qe2 dxc3 bxc3 e5 e4 dxe4 Nxe4 Nxe4 Qxe4 g6 Bh6 Re8 Ng5 Bf5 Qf3 Qd7 Bxf5 Qxf5 h4 Qxf3 Nxf3 Nc6 Rfd1 Bc7 Rd7 Bb6 Re1 e4 Ng5 Rab8 Rxf7 Rf8 Bxf8 Rxf8 Rxf8+ Kxf8 Ne6+ Ke7 Nd4 Nxd4 cxd4 Bxd4 Rxe4+ Kd6 Rxd4+ Kc6 Rc4+ Kb5 Rc2 Kb6 Rb2+ Kc6 Re2 b5 Re8 Kb6 Rb8+ Ka5 Rh8 b4 Rxh7 Ka4 Rg7 a5 Rxg6 Ka3 Ra6 a4
3adJnERw,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 d5 Nf3 Nf6 Bf4 Bg4 e3 e6 Be2 Nbd7 O-O Ne4 c4 Bxf3 Bxf3 Ndf6 Nd2 Bb4 Nxe4 dxe4 Be2 O-O Qb3 a5 a3 Bd6 Bxd6 cxd6 c5 Rb8 cxd6 Qxd6 Rfc1 Nd5 Bc4 Rfc8 Bxd5 exd5 Rc3 Rxc3 Qxc3 Qb6 Rc1 h6 b4 axb4 Qxb4 Qxb4 axb4 Ra8 f3 Ra4 fxe4 dxe4 Rb1 Kf8 Kf2 Ke7 Kg3 Kd6 Kf4 Kd5 b5 Kc4 b6 Rb4 Rxb4+ Kxb4 Kxe4 Kb5 Kd5 Kxb6 Kd6 Ka5 Ke5 b5 d5 b4 d6 b3 d7 b2 d8=Q+ Ka4 Qb8 Ka3 Qxb2+ Kxb2 Kd6 Kc2 Ke7 Kd3 Kxf7 Kxe3 Kxg7 Kf2 Kxh6 Kxg2 h4 Kh2 h5 Kh3 Kg6 Kh4 h6 Kg4 h7 Kf4 h8=Q
lkd1je3P,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 c3 cxd4 Nbd2 dxe3 fxe3 Bd6 O-O Qc7 Qe2 O-O e4 dxe4 Nxe4 Nxe4 Qxe4 f5 Qh4 g6 Bh6 Rf7 Ng5 Rd7 Nxe6 Qb6+ Kh1 Rf7 b4 Bxe6 a4 a6 a5 Qc7 Rfe1 Qe7 Qd4 Rf6 Bc4 Nc6 Qf2 Bxc4 Rxe7 Bxe7 Bg5 Re6 Bxe7 Rxe7 Qc5 Rae8
iMiS8JQ5,ruchitoshniwal1,ritutoshniwal,ruchitoshniwal1,d4 Nf6 Nf3 g6 Bg5 Bg7 Bxf6 Bxf6 e3 Bg7 c4 O-O Be2 c6 O-O d5 Nc3 Bg4 cxd5 cxd5 Qb3 b6 Qxd5 Qxd5 Nxd5 Nc6 Bb5 Bxf3 gxf3 Rac8 Bxc6 e6 Ne7+ Kh8 Nxc8
iX7qdqoM,ritutoshniwal,ruchitoshniwal1,ruchitoshniwal1,d4 d5 Nf3 Nf6 e3 e6 Bd3 c5 Nbd2 Bd6 c3 O-O Qe2 cxd4 exd4 Re8 O-O Qc7 Nb3 e5 dxe5 Bxe5 Qc2 Bg4 Nxe5 Qxe5 h3 Be2 Bxe2 Qxe2 Qf5 Qe6 Qg5 Nc6 Qg3 Ne4 Qf3 g6 Bh6 f5 Rfe1 Qd6 Nd2 Nxd2 Re2 Nxf3+
59OiyHJO,Raowaqarakram,ritutoshniwal,Raowaqarakram,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nxc6 bxc6 Nc3 Nf6 Bd3 g6 O-O Bg7 f4 O-O e5 dxe5 fxe5 Nd7 e6 fxe6 Rxf8+ Qxf8 Qg4 e5 Qe6+ Qf7 Qg4 Nf6 Qe2 Bg4 Qf1 Qd5 Bc4 Qxc4 Qxc4+ Kf8 Ne4 Nd5 Nc5 Rc8 Bg5 Bf6 Bxf6 exf6 Rf1 Kg7 Ne4 Bf5 Qe2 Nf4 Qf3 Rd8 g3 Rd7 gxf4 exf4 Qxf4 Rd4 Qc7+ Kh6 Ng3 Rg4 Kh1 Rxg3 hxg3 Kg5 Qf4+ Kh5 Rf2
NwjPPyzi,ritutoshniwal,anaritaferreira,ritutoshniwal,d4 c6 Nf3 d5 Bf4 Bf5 e3 e6 c4 Nf6 Nc3 c5 Bd3 Bg6 cxd5 exd5 dxc5 Bxc5 Bxg6 hxg6 O-O Nc6 Nd4 Nxd4 exd4 Bb6 Re1+ Kd7 Qb3 Rc8 Nxd5 Nxd5 Qxd5#
JwgdiWcX,kasap2063,ritutoshniwal,kasap2063,Nf3 d5 d4 Nf6 Nc3 e6 e3 c5 Bd3 cxd4 Nxd4 Be7 Nf3 O-O Qe2 Bd6 Bd2 e5 Ng5 e4 Bb5 Nfd7 h4 h6 Qh5 Qf6 O-O-O hxg5 hxg5
9oNJFGb6,ritutoshniwal,CalmFrenzy,CalmFrenzy,d4 e5 Nf3 exd4 Nxd4 c5 Nf3 Nc6 e3 d5 Bb5 d4 Bxc6+ bxc6 exd4 cxd4 Qxd4 Qxd4 Nxd4 c5 Nf3 Ba6 b3 Nf6 c4 Bd6 O-O O-O Rd1 Rad8 Nc3 Bc7 Nb5 Bxb5 cxb5 Bb6 Be3 Rxd1+ Rxd1 h6 Ne5 Re8 Nd7 Nxd7 Rxd7 g5 h3 Kg7 Rb7 Kg6 b4 cxb4 Bxb6 axb6 Rxb6+ f6 Rc6 Ra8 Rc4 Rxa2 Rxb4 Ra8 b6 Rb8 b7 Kf7 Kh2 Ke6 Kg3 Kd7 Kg4 Kc6 Kh5 f5 Kxh6 Kc5 Rb1 g4 Kg5 Rg8+ Kxf5 Rb8 Kxg4 Kc6 Kg3 Rxb7 Rxb7 Kxb7 h4 Kc7 h5 Kd7 h6 Ke7 Kg4 Kf7 Kg5 Kg8 f3 Kh8 f4 Kg8 f5 Kf8 f6 Kg8
MFZqwBcq,el5216,ritutoshniwal,el5216,d3 d5 e3 Nf6 f3 e6 Qe2 c5 Qf2 Be7 Be2 O-O Bd2 Qd7 g4 Nc6 h4 e5 Qg2 e4 g5 Ne8 fxe4 dxe4 dxe4 Nc7 Nc3 Ne5 Nd5 Nxd5 exd5 b6 Rd1 Bb7 Bc3 Ng6 h5 Nh8 g6 fxg6 hxg6 Nxg6 Qh2 h6 Bc4 Bd6 Qg2 Ne5 b3 Nxc4 bxc4 Rf6 Ne2 Raf8 Nf4 Bxf4 exf4 Rxf4 Kd2 Qf5 Kc1 Rg4 Qe2 Qf7 Rhg1 Rxg1 Rxg1 Qf4+ Kb1 Bxd5 Kb2 Qxc4 Qe7
